Date,Price,Volume,Market Cap
2020-04-11,0.9576058280146803,92672667.43447028,7827651.892659198
2020-04-12,0.7847113148208426,49458692.875223994,6173607.678345317
2020-04-13,0.8759944068917709,37821009.955602355,7269680.447445141
2020-04-14,0.7867121945458646,19579214.89293177,6302364.150584625
2020-04-15,0.666673390515131,17523533.049867075,5306221.06575891
2020-04-16,0.6376210673084666,12659541.408408837,5114653.932636794
2020-04-17,0.6923331250859114,23132895.9095158,5505929.486978686
2020-04-18,0.657449398309544,10227034.752456626,5348323.975349362
2020-04-19,0.6769721852162044,10199318.163159857,5423066.285864263
2020-04-20,0.6094358389483635,9789186.730548004,4844617.211182358
2020-04-21,0.5347904942320182,8763891.031037511,4285479.154681022
2020-04-22,0.5728269210770057,9610841.993019182,4591546.761226098
2020-04-23,0.6848872198147996,18146790.14448149,5446538.173850838
2020-04-24,0.6217032788666345,13659849.485801896,4909586.999036558
2020-04-25,0.6227650900853694,8959427.13964603,5027193.620409137
2020-04-26,0.6470903181859691,7324961.274114759,5173619.233465031
2020-04-27,0.6398628040694914,8493459.048447348,5137791.330825961
2020-04-28,0.5683154806973284,7534010.521157354,4616001.375155629
2020-04-29,0.6574283212299112,7387289.032147021,5283691.351331575
2020-04-30,0.7411890135877649,8964597.270530097,5897415.537215416
2020-05-01,0.693089721323073,5182978.537733341,5635423.505964131
2020-05-02,0.7169539321663891,4174109.6429038513,5735879.899599453
2020-05-03,0.7124378933182761,3457574.5570013877,5669404.169981707
2020-05-04,0.6866098174679662,3375393.730010124,5486412.385664286
2020-05-05,0.6728297405546847,3467483.256730908,5354861.583908894
2020-05-06,0.6503081490988862,2903980.8568524625,5195811.6286706
2020-05-07,0.6194003582280405,2715223.2877061805,5010066.054780242
2020-05-08,0.6089398899298076,3385522.0174709754,4874818.721855924
2020-05-09,0.608939662026112,2493703.55942783,4827334.908169065
2020-05-10,0.6017917957668725,2126230.1519960337,4816707.909418276
2020-05-11,0.541777928609612,2370841.7230691817,4324416.949285259
2020-05-12,0.5139234956267317,2113480.526002199,4171226.2991002905
2020-05-13,0.5333426539131136,2182277.4116870984,4266741.231304909
2020-05-14,0.5533191018747785,2337721.3827509126,4413742.897500913
2020-05-15,0.574281421724847,548910.1111122454,4570789.918376839
2020-05-16,0.5564341957677822,1837728.914580343,4432087.508991812
2020-05-17,0.5989661106774994,2286736.274938201,4752035.386171752
2020-05-18,0.6159337448626931,2950437.821089827,4898008.357759836
2020-05-19,0.6477344448774962,3280890.995949265,5213969.633802138
2020-05-20,0.6219357513498963,2375972.6144311675,4996233.199332481
2020-05-21,0.5795859352817158,2306268.656301432,4629608.829738474
2020-05-22,0.6055660983994974,2791803.410911919,4853042.594897839
2020-05-23,0.6149832258209792,3449950.8698416166,4919865.806567834
2020-05-24,0.6082201706733519,2624526.4581755586,4866957.615424991
2020-05-25,0.5465741722754689,2831384.6236669393,4374843.160369413
2020-05-26,0.6022304108336682,4453912.36455054,4809730.17960867
2020-05-27,0.5731399463825178,2703457.5841550757,4598505.351008801
2020-05-28,0.5884004926151261,2545885.09382515,4715158.090275346
2020-05-29,0.5721700884660958,2654599.496858454,9366383.783941554
2020-05-30,0.5774323126967125,2051249.6504508469,9427078.266084636
2020-05-31,0.5858132380721703,2439529.3289575824,9591470.33610501
2020-06-01,0.5756770028863081,1936502.3610925872,9399234.951485896
2020-06-02,0.5789755237865244,2232352.346863049,9424972.586161828
2020-06-03,0.565814320391003,1384105.1497734163,9310563.109433705
2020-06-04,0.586205470714686,888236.6647254211,9614805.94741188
2020-06-05,0.5867553687536804,863889.7763493777,9543805.262487222
2020-06-06,0.6569611049457513,4253926.368138953,10747702.95638117
2020-06-07,0.6254174646400334,1644975.9479360643,10180036.835310562
2020-06-08,0.6193745553415636,778127.9330190483,10138083.793723866
2020-06-09,0.6676807419152483,1450401.0511809927,10913789.386770498
2020-06-10,0.6554185232956307,934660.1510810163,10726797.093153996
2020-06-11,0.6503617499580121,1145633.2872963657,10648020.65447342
2020-06-12,0.5719983046317773,1164520.213589104,9341515.406268213
2020-06-13,0.5933564822995189,962192.2023448921,9722321.601662131
2020-06-14,0.6088102028493066,753788.2633049818,9955797.604756866
2020-06-15,0.586183105523133,915552.325663399,9583560.125035353
2020-06-16,0.5703312716454458,1052111.2592694547,9320494.000741212
2020-06-17,0.5850988389924333,679085.216200979,9519846.38912149
2020-06-18,0.5818481709972113,704810.1888912406,9549958.35463254
2020-06-19,0.6199980008389199,1372641.01989903,10224928.435807472
2020-06-20,0.6860916859440122,7055205.212782311,11247343.894203106
2020-06-21,0.6445979846649201,1745226.9861953105,10673766.043338617
2020-06-22,0.6727477930583199,2287434.9791924166,11086240.79289364
2020-06-23,0.7271729644769215,1654719.03275172,11996277.112687156
2020-06-24,0.7067336276588002,1383543.515394181,11646898.982503338
2020-06-25,0.7362452622406327,2827321.0318965996,12150092.54225176
2020-06-26,0.7126894105564204,1804323.6591062366,11741625.189942881
2020-06-27,0.7407208653820945,1673667.3915581722,12079079.145186102
2020-06-28,0.7133553688193407,1710200.3756398568,11750514.839677684
2020-06-29,0.7987604659546775,3419777.1925617917,13136127.952360291
2020-06-30,0.8531268842862817,2179078.5022104667,14062849.974509096
2020-07-01,0.8592955544373364,4200596.310608971,14164459.013979025
2020-07-02,0.8324592358815799,1840101.230846373,13737840.609279668
2020-07-03,0.7746114788082067,1796842.5276823917,12783903.734507758
2020-07-04,0.7674704652113047,1136961.5458983239,12672163.175031388
2020-07-05,0.7811871083546776,1683516.1067310176,12892264.592707587
