Date,Price,Volume,Market Cap
2020-03-25,0.062302913769729136,508675.55874154414,9443868.457989901
2020-03-26,0.0598524197715832,482337.7136332824,8602590.520425627
2020-03-27,0.0618674354585898,456007.08119078935,9220468.709404195
2020-03-28,0.06172177807497128,465696.25739822997,8870094.11785927
2020-03-29,0.06126928200619786,464152.457983598,9090637.958070183
2020-03-30,0.05774112886257969,467070.1272373742,8640213.04657807
2020-03-31,0.059603087168548556,497696.43231684226,8892800.219216742
2020-04-01,0.06441549717414073,516527.6768552954,9637186.739395006
2020-04-02,0.07238169851901435,606952.3509429886,10824480.951521644
2020-04-03,0.07665016687316192,607246.6524002939,11418374.106996363
2020-04-04,0.07459095234139448,506280.0690271643,11164892.017339453
2020-04-05,0.07952393168831112,558549.1790115455,11826513.588378388
2020-04-06,0.07868906771030545,526325.943351383,11663179.187602853
2020-04-07,0.07715649067874585,537568.656282511,11540308.33145316
2020-04-08,0.0809509169383437,577577.3811452982,12114943.162705597
2020-04-09,0.08113570920863429,568405.7131383651,12135429.256294569
2020-04-10,0.08210045906514458,641794.9157131399,12217265.533284817
2020-04-11,0.08531347136385158,653159.2705259662,12713816.013092153
2020-04-12,0.08223977465892797,419552.2542965344,12299009.86866641
2020-04-13,0.10156098223389676,287983.31419818633,15316003.471197573
2020-04-14,0.09803243490483908,280927.4860094337,14619212.679871788
2020-04-15,0.10091165272792899,295969.469086618,15148165.598957233
2020-04-16,0.0946288534019913,206854.11677524485,14161818.695403932
2020-04-17,0.11178391227673806,304966.73588442226,16731396.67061743
2020-04-18,0.12004930557471173,340263.3133389886,18004770.270995557
2020-04-19,0.12278768391882174,400959.3554940816,18317591.57221073
2020-04-20,0.1204474986700953,256785.78972560595,17991038.685671695
2020-04-21,0.1128081253151575,240421.38073320687,16878873.9380545
2020-04-22,0.11087554058997613,220638.2929937829,16581717.388597537
2020-04-23,0.1163719549489599,172323.63598012613,17392818.58149396
2020-04-24,0.11031486101707873,304643.52711704513,16516689.55863437
2020-04-25,0.11773378659902423,197003.8245730905,17623607.764437165
2020-04-26,0.11516458009500571,147397.85256424814,16797361.96749836
2020-04-27,0.11179842079383698,183383.60446919128,16718197.071602466
2020-04-28,0.11394952049617109,205442.99138250324,17026997.429063655
2020-04-29,0.11448623959675422,255583.8054563671,18357793.880480748
2020-04-30,0.12018959621702666,185484.89562246096,19132632.766563363
2020-05-01,0.11202899939887376,257570.52361926096,18373787.41294442
2020-05-02,0.11954399980160402,188426.64887959394,19143145.956485767
2020-05-03,0.11810768868239116,160953.16030594497,18859048.029989317
2020-05-04,0.11381646588060727,171987.6547992235,18227834.47008065
2020-05-05,0.11504278661642542,211496.5155701805,18259126.530585457
2020-05-06,0.11448467696495093,152349.63364618074,18237216.32555498
2020-05-07,0.10980155554394998,186709.7702936588,17729069.21341324
2020-05-08,0.11206254444585423,199306.46140653946,17837915.516730648
2020-05-09,0.11294446510326014,124852.57899343374,18162439.230393924
2020-05-10,0.11119918410476849,164576.05033534972,17781265.251870736
2020-05-11,0.10245372209439783,198496.19896408226,16588783.857950721
2020-05-12,0.1005936249910389,301902.8518694312,16071925.914359478
2020-05-13,0.10235015253687572,236433.82458873326,16255013.632816635
2020-05-14,0.10207716749062956,191087.27280344773,16137470.0772182
2020-05-15,0.1018662275118413,252325.10213427796,16613170.050605847
2020-05-16,0.10877931390813954,196723.44730384237,17342530.73615945
2020-05-17,0.11196009542240129,141540.2940625812,17514055.16080345
2020-05-18,0.11088863976011781,125962.3553275124,17577273.667481665
2020-05-19,0.10429918027956679,126798.4430554693,16652368.59556629
2020-05-20,0.10684523198967016,92394.45379520195,17049126.00657818
2020-05-21,0.10554041362469084,74999.22086595665,16842847.10340033
2020-05-22,0.10320122571074505,82409.76790222562,16463503.91925971
2020-05-23,0.10359473657958645,127066.98851942981,16691940.322459158
2020-05-24,0.10585009932506914,127735.86147994876,16983715.947249737
2020-05-25,0.10452090839749517,183594.02497839322,16646385.895475399
2020-05-26,0.10347835130274075,158730.41926697336,16516498.13309771
2020-05-27,0.10244810741545621,124343.70878806904,16526482.022992963
2020-05-28,0.10317199876278164,178821.19774920042,16461353.221414676
