Date,Price,Volume,Market Cap
2020-06-15,0.05118805501524312,22018.40134820023,0.0
2020-06-16,0.05118805501524312,22018.40134820023,0.0
2020-06-17,0.06108038461684783,29909.198788969163,0.0
2020-06-18,0.09554858553854906,74787.31123602368,0.0
2020-06-19,0.07527105237214486,36559.29931279299,0.0
2020-06-20,0.08010435591795484,28879.146072905252,0.0
2020-06-21,0.0854945349361787,73141.01232293641,0.0
2020-06-22,0.08595274816431901,45388.53387973761,0.0
2020-06-23,0.08283096818749061,49313.73883021059,0.0
2020-06-24,0.08610400735987002,75805.3368358328,0.0
2020-06-25,0.08251472419546285,50087.282223872775,0.0
2020-06-26,0.08961103173611623,37532.75860177567,0.0
2020-06-27,0.0875181298993333,44992.00468150346,0.0
2020-06-28,0.0861999006700408,31971.09510835491,0.0
2020-06-29,0.07680087668309987,32734.102835163358,0.0
2020-06-30,0.08362620550647408,21857.662547655786,0.0
2020-07-01,0.07685602064129958,20385.494599621165,0.0
2020-07-02,0.08523581295069378,32401.477188288223,0.0
2020-07-03,0.09604016491814707,82648.03683127023,0.0
2020-07-04,0.08893940948685113,54723.51690953433,0.0
2020-07-05,0.09026484267110128,41741.319630543745,0.0
2020-07-06,0.08760469421015686,29687.775330543718,0.0
2020-07-07,0.08986996579731182,26737.979045137075,0.0
2020-07-08,0.08962169636350176,36405.2957343902,0.0
2020-07-09,0.07669598995263285,54874.64177440181,0.0
2020-07-10,0.07985963051935815,25251.025650871186,0.0
2020-07-11,0.08758531069115044,58640.065305388176,0.0
2020-07-12,0.08233794570927286,41419.831622601494,0.0
2020-07-13,0.07575125420903922,26179.533159929993,0.0
2020-07-14,0.07576579110955262,22876.900491490145,0.0
2020-07-15,0.07186780643352128,31355.045400324034,0.0
2020-07-16,0.06723910572360821,22924.65284177668,0.0
2020-07-17,0.06788648168894602,22160.30795913572,0.0
2020-07-18,0.06038325811091485,19521.501119281365,0.0
2020-07-19,0.06287584166477235,12949.562774615286,0.0
2020-07-20,0.07680363209484306,54464.27194726372,0.0
2020-07-21,0.08231722892116142,66070.89283641301,0.0
2020-07-22,0.07779471148694893,75184.55257023174,0.0
2020-07-23,0.08088534130603381,79883.15703785638,0.0
2020-07-24,0.09567184736824365,85637.86937886174,0.0
2020-07-25,0.08416436018145868,96659.4372717599,0.0
2020-07-26,0.09500040682184607,61640.070430459906,0.0
2020-07-27,0.09257173469007846,48955.39919782874,0.0
2020-07-28,0.08065720927541191,67521.61320860962,0.0
2020-07-29,0.08402219005258724,30219.952762824614,0.0
2020-07-30,0.08364909104442067,32096.89419708885,0.0
2020-07-31,0.08552258972888245,59206.97785153704,0.0
2020-08-01,0.08346891023851359,25600.91920939306,0.0
2020-08-02,0.08227510224789106,33175.96771449108,0.0
2020-08-03,0.07841855595229955,44094.984542016995,0.0
2020-08-04,0.08244107643633615,35194.113708065124,0.0
2020-08-05,0.08180661032773096,43444.92060701445,0.0
2020-08-06,0.08788063089157441,68726.20634591594,0.0
2020-08-07,0.08909160825661509,64650.68077676861,0.0
2020-08-08,0.08693750632736912,61814.39052837691,0.0
2020-08-09,0.08666855513538427,69202.69438168667,0.0
2020-08-10,0.0937341530800489,72164.82992866216,0.0
2020-08-11,0.10520372552529637,82847.0592093232,0.0
2020-08-12,0.10458655496642195,100375.70652867472,0.0
2020-08-13,0.12483362812415316,128328.47678851715,0.0
2020-08-14,0.13074986253959933,113844.03594829106,0.0
2020-08-15,0.1383855565279679,104994.69957788498,0.0
2020-08-16,0.14516756209218437,113161.67633276123,0.0
2020-08-17,0.14192445387254127,104007.13934309829,0.0
2020-08-18,0.12868239364744785,141113.98289568603,0.0
2020-08-19,0.1156949388079523,100923.04376526902,0.0
2020-08-20,0.1116617958114294,74782.35305049535,0.0
2020-08-21,0.13250504394995535,181962.7546142068,0.0
2020-08-22,0.12273861725338485,125161.38247429226,0.0
2020-08-23,0.14321454347715268,129251.6434558579,0.0
2020-08-24,0.16193119119063512,179435.13171019347,0.0
2020-08-25,0.17169860397615944,170760.16960025573,0.0
2020-08-26,0.16635757430693252,203205.92168987473,0.0
2020-08-27,0.1836682770498974,248674.82079013617,0.0
2020-08-28,0.27041762219734405,725575.8121558677,0.0
2020-08-29,0.26830676509251256,538471.1431393714,0.0
2020-08-30,0.2461365780268448,405377.82985293656,0.0
2020-08-31,0.23298740074375499,330758.5703956758,0.0
2020-09-01,0.22469356372498522,360552.5423531396,0.0
2020-09-02,0.2197806432606005,314605.42709799606,0.0
2020-09-03,0.20009770188466897,127846.85529842293,0.0
2020-09-04,0.21762309182221284,297808.8752957713,0.0
2020-09-05,0.18460981949719413,231936.26700125582,0.0
2020-09-06,0.15437942449158798,223330.80402402353,0.0
2020-09-07,0.1573923342511486,253486.6263252671,0.0
2020-09-08,0.14971318902361275,140930.41971097107,0.0
2020-09-09,0.1494464526803918,121333.79821041094,0.0
2020-09-10,0.18009589984942903,190266.2047721032,0.0
2020-09-11,0.17307255276963107,158159.57397217254,0.0
2020-09-12,0.17881753234580358,173994.77923841347,0.0
2020-09-13,0.16744724048814658,159841.43443865477,0.0
2020-09-14,0.16042546630532992,113431.57571670035,0.0
2020-09-15,0.15792015498305584,143137.28564746017,0.0
2020-09-16,0.1481888598609115,117846.97177303986,0.0
2020-09-17,0.13631685328771395,270404.682538677,0.0
2020-09-18,0.14176656371886825,110426.02859527018,0.0
2020-09-19,0.13006116352496422,108973.02524430722,0.0
2020-09-20,0.12951826276578512,116996.80237040693,0.0
2020-09-21,0.11421187476477915,104026.11686559151,0.0
